field_scale,station_m,b_perp_t,hartmann,total_pressure_drop_pa,hydraulic_pressure_drop_pa,mhd_pressure_drop_pa,curvature_pressure_drop_pa,total_pressure_gradient_pa_per_m
8.000000000000e+00,1.901408450704e-01,4.391745105386e-02,1.104067599591e+02,2.086145481337e+01,2.089299387281e+00,1.877215542609e+01,0.000000000000e+00,1.176476277888e+02
8.000000000000e+00,2.218309859155e-01,4.440980404615e-02,1.116445161888e+02,2.462783046749e+01,2.437515951828e+00,2.219031451566e+01,0.000000000000e+00,1.200525246045e+02
8.000000000000e+00,2.535211267606e-01,4.486620053649e-02,1.127918791743e+02,2.846801419350e+01,2.785732516375e+00,2.568228167713e+01,0.000000000000e+00,1.223057372150e+02
8.000000000000e+00,2.852112676056e-01,4.528136178851e-02,1.138355783781e+02,3.237669390831e+01,3.133949080922e+00,2.924274482739e+01,0.000000000000e+00,1.243753825638e+02
8.000000000000e+00,3.169014084507e-01,4.564949125051e-02,1.147610414951e+02,3.634749858824e+01,3.482165645469e+00,3.286533294277e+01,0.000000000000e+00,1.262265127920e+02
8.000000000000e+00,3.485915492958e-01,4.596425965428e-02,1.155523569919e+02,4.037290257057e+01,3.830382210016e+00,3.654252036055e+01,0.000000000000e+00,1.278212052037e+02
8.000000000000e+00,3.802816901408e-01,4.621875658631e-02,1.161921523582e+02,4.444413123677e+01,4.178598774563e+00,4.026553246220e+01,0.000000000000e+00,1.291185595072e+02
8.000000000000e+00,4.119718309859e-01,4.640545323491e-02,1.166615004550e+02,4.855106893546e+01,4.526815339110e+00,4.402425359635e+01,0.000000000000e+00,1.300748419215e+02
8.000000000000e+00,4.436619718310e-01,4.651615023613e-02,1.169397884008e+02,5.268217204793e+01,4.875031903657e+00,4.780714014427e+01,0.000000000000e+00,1.306436656212e+02
8.000000000000e+00,4.753521126761e-01,4.654195159674e-02,1.170046520156e+02,5.682439206843e+01,5.223248468203e+00,5.160114360023e+01,0.000000000000e+00,1.307764423393e+02
8.000000000000e+00,5.070422535211e-01,4.647319391370e-02,1.168317978808e+02,6.096311199594e+01,5.571465032750e+00,5.539164696319e+01,0.000000000000e+00,1.304227708634e+02
8.000000000000e+00,5.387323943662e-01,4.629943147302e-02,1.163949658785e+02,6.508210275923e+01,5.919681597297e+00,5.916242116193e+01,0.000000000000e+00,1.295313128642e+02
8.000000000000e+00,5.704225352113e-01,4.600936919451e-02,1.156657606175e+02,6.916350692159e+01,6.267898161844e+00,6.289560875975e+01,0.000000000000e+00,1.280506387162e+02
8.000000000000e+00,6.021126760563e-01,4.559082537889e-02,1.146135577808e+02,7.318785609134e+01,6.616114726391e+00,6.657174136495e+01,0.000000000000e+00,1.259305088856e+02
8.000000000000e+00,6.338028169014e-01,4.503069445491e-02,1.132054104729e+02,7.713413417220e+01,6.964331290938e+00,7.016980288126e+01,0.000000000000e+00,1.231234855509e+02
8.000000000000e+00,6.654929577465e-01,4.431489855051e-02,1.114059274724e+02,8.097989689671e+01,7.312547855485e+00,7.366734904123e+01,0.000000000000e+00,1.195868730628e+02
8.000000000000e+00,6.971830985915e-01,4.342838004231e-02,1.091772545011e+02,8.470146309883e+01,7.660764420032e+00,7.704069867880e+01,0.000000000000e+00,1.152853050263e+02
8.000000000000e+00,7.288732394366e-01,4.235503450036e-02,1.064789056498e+02,8.827419133959e+01,8.008980984579e+00,8.026521035501e+01,0.000000000000e+00,1.101935439462e+02
8.000000000000e+00,7.605633802817e-01,4.107772186399e-02,1.032677914741e+02,9.167286043181e+01,8.357197549126e+00,8.331566288268e+01,0.000000000000e+00,1.043002387624e+02
8.000000000000e+00,7.922535211268e-01,3.957823663950e-02,9.949814407270e+01,9.487217602382e+01,8.705414113672e+00,8.616676191015e+01,0.000000000000e+00,9.761212304464e+01
8.000000000000e+00,8.239436619718e-01,3.783732652664e-02,9.512156391314e+01,9.784742501244e+01,9.053630678219e+00,8.879379433422e+01,0.000000000000e+00,9.015914645913e+01
8.000000000000e+00,8.556338028169e-01,3.583468869328e-02,9.008701046692e+01,1.005753031674e+02,9.401847242766e+00,9.117345592466e+01,0.000000000000e+00,8.200027487800e+01
8.000000000000e+00,8.873239436620e-01,3.354903310537e-02,8.434096141834e+01,1.030349441055e+02,9.750063807313e+00,9.328488029824e+01,0.000000000000e+00,7.323039766142e+01
8.000000000000e+00,9.190140845070e-01,3.095809742808e-02,7.782745012550e+01,1.052091776491e+02,1.009828037186e+01,9.511089727724e+01,0.000000000000e+00,6.398789708700e+01
8.000000000000e+00,9.507042253521e-01,2.803875878453e-02,7.048834657729e+01,1.070860480357e+02,1.044649693641e+01,9.663955109934e+01,0.000000000000e+00,5.446347842592e+01
8.000000000000e+00,9.823943661972e-01,2.476712688804e-02,6.226359152427e+01,1.086606241854e+02,1.079471350095e+01,9.786591068442e+01,0.000000000000e+00,4.490977190606e+01
8.000000000000e+00,1.014084507042e+00,2.111868374050e-02,5.309154767498e+01,1.099371295651e+02,1.114293006550e+01,9.879419949963e+01,0.000000000000e+00,3.565190095002e+01
8.000000000000e+00,1.045774647887e+00,1.706844940782e-02,4.290941644887e+01,1.109314192341e+02,1.149114663005e+01,9.944027260402e+01,0.000000000000e+00,2.709882482277e+01
8.000000000000e+00,1.077464788732e+00,1.259125582874e-02,3.165392632105e+01,1.116738279454e+02,1.183936319459e+01,9.983446475082e+01,0.000000000000e+00,1.975541384889e+01
8.000000000000e+00,1.109154929577e+00,7.661926094443e-03,1.926178352419e+01,1.122124014717e+02,1.218757975914e+01,1.000248217126e+02,0.000000000000e+00,1.423455981259e+01
8.000000000000e+00,1.140845070423e+00,2.255634870380e-03,5.670578134967e+00,1.126165155296e+02,1.253579632369e+01,1.000807192059e+02,0.000000000000e+00,1.126952739129e+01
8.000000000000e+00,1.172535211268e+00,3.651731414720e-03,9.180310424796e+00,1.129808749507e+02,1.288401288824e+01,1.000968620624e+02,0.000000000000e+00,1.172560051851e+01
8.000000000000e+00,1.204225352113e+00,1.008315756917e-02,2.534866506720e+01,1.134298628048e+02,1.323222945278e+01,1.001976333520e+02,0.000000000000e+00,1.661052182895e+01
8.000000000000e+00,1.235915492958e+00,1.706004515290e-02,4.288828847964e+01,1.141221891556e+02,1.358044601733e+01,1.005417431383e+02,0.000000000000e+00,2.708296342416e+01
8.000000000000e+00,1.267605633803e+00,2.460156939924e-02,6.184738645119e+01,1.152557573563e+02,1.392866258188e+01,1.013270947744e+02,0.000000000000e+00,4.445778524280e+01
8.000000000000e+00,1.299295774648e+00,3.272423148155e-02,8.226744228848e+01,1.170726380276e+02,1.427687914642e+01,1.027957588812e+02,0.000000000000e+00,7.020757267894e+01
8.000000000000e+00,1.330985915493e+00,4.144110530615e-02,1.041813232823e+02,1.198640012722e+02,1.462509571097e+01,1.052389055613e+02,0.000000000000e+00,1.059584632054e+02
8.000000000000e+00,1.362676056338e+00,5.076117813587e-02,1.276116230611e+02,1.239748144280e+02,1.497331227552e+01,1.090015021525e+02,0.000000000000e+00,1.534795226254e+02
8.000000000000e+00,1.394366197183e+00,6.068852916360e-02,1.525685965568e+02,1.298080659589e+02,1.532152884006e+01,1.144865371189e+02,0.000000000000e+00,2.146634628818e+02
8.000000000000e+00,1.426056338028e+00,7.122163474560e-02,1.790484133883e+02,1.378282393732e+02,1.566974540461e+01,1.221584939686e+02,0.000000000000e+00,2.914985925956e+02
8.000000000000e+00,1.457746478873e+00,8.235255628824e-02,2.070311162409e+02,1.485637219985e+02,1.601796196916e+01,1.325457600294e+02,0.000000000000e+00,3.860296442025e+02
8.000000000000e+00,1.489436619718e+00,9.406603872776e-02,2.364783544788e+02,1.626077691076e+02,1.636617853370e+01,1.462415905739e+02,0.000000000000e+00,5.003057733468e+02
8.000000000000e+00,1.521126760563e+00,1.063388809562e-01,2.673318014211e+02,1.806176563672e+02,1.671439509825e+01,1.639032612690e+02,0.000000000000e+00,6.363182225944e+02
8.000000000000e+00,1.552816901408e+00,1.191391274333e-01,2.995111220853e+02,2.033116296904e+02,1.706261166280e+01,1.862490180276e+02,0.000000000000e+00,7.959236493598e+02
8.000000000000e+00,1.584507042254e+00,1.324253529310e-01,3.329121750629e+02,2.314632309362e+02,1.741082822734e+01,2.140524027088e+02,0.000000000000e+00,9.807551848174e+02
8.000000000000e+00,1.616197183099e+00,1.461462676525e-01,3.674060198039e+02,2.658926866748e+02,1.775904479189e+01,2.481336418829e+02,0.000000000000e+00,1.192126021794e+03
8.000000000000e+00,1.647887323944e+00,1.602402329445e-01,4.028376991369e+02,3.074550755539e+02,1.810726135644e+01,2.893478141975e+02,0.000000000000e+00,1.430922520800e+03
8.000000000000e+00,1.679577464789e+00,1.746349483728e-01,4.390254525889e+02,3.570250312725e+02,1.845547792099e+01,3.385695533515e+02,0.000000000000e+00,1.697492462331e+03
8.000000000000e+00,1.711267605634e+00,1.892476379871e-01,4.757611846473e+02,4.154779998811e+02,1.880369448553e+01,3.966743053955e+02,0.000000000000e+00,1.991539334297e+03
8.000000000000e+00,1.742957746479e+00,2.039851546288e-01,5.128107269864e+02,4.836681694195e+02,1.915191105008e+01,4.645162583695e+02,0.000000000000e+00,2.312018032131e+03
8.000000000000e+00,1.774647887324e+00,2.187444418669e-01,5.499149997565e+02,5.624033247301e+02,1.950012761463e+01,5.429031971154e+02,0.000000000000e+00,2.657045103023e+03
8.000000000000e+00,1.806338028169e+00,2.334135323763e-01,5.867925214666e+02,6.524172854033e+02,1.984834417917e+01,6.325689412241e+02,0.000000000000e+00,3.023835970578e+03
8.000000000000e+00,1.838028169014e+00,2.478724122047e-01,6.231415817192e+02,7.543406479391e+02,2.019656074372e+01,7.341440871954e+02,0.000000000000e+00,3.408660687238e+03
8.000000000000e+00,1.869718309859e+00,2.619946599007e-01,6.586443619132e+02,8.686708694770e+02,2.054477730827e+01,8.481260921688e+02,0.000000000000e+00,3.806846627598e+03
8.000000000000e+00,1.901408450704e+00,2.756490111351e-01,6.929708686426e+02,9.957429510875e+02,2.089299387281e+01,9.748499572146e+02,0.000000000000e+00,4.212813634037e+03
8.000000000000e+00,1.933098591549e+00,2.887014448643e-01,7.257841782277e+02,1.135702065063e+03,2.124121043736e+01,1.114460854626e+03,0.000000000000e+00,4.620161559097e+03
8.000000000000e+00,1.964788732394e+00,3.010174036026e-01,7.567460183951e+02,1.288479670300e+03,2.158942700191e+01,1.266890243298e+03,0.000000000000e+00,5.021802860270e+03
8.000000000000e+00,1.996478873239e+00,3.124642670155e-01,7.855229867933e+02,1.453774600433e+03,2.193764356645e+01,1.431836956867e+03,0.000000000000e+00,5.410143841479e+03
8.000000000000e+00,2.028169014085e+00,3.229138851166e-01,8.117929193525e+02,1.631040529853e+03,2.228586013100e+01,1.608754669722e+03,0.000000000000e+00,5.777305926368e+03
8.000000000000e+00,2.059859154930e+00,3.322452008724e-01,8.352514834093e+02,1.819481011867e+03,2.263407669555e+01,1.796846935172e+03,0.000000000000e+00,6.115382271850e+03
8.000000000000e+00,2.091549295775e+00,3.403469324112e-01,8.556189206760e+02,2.018053068685e+03,2.298229326010e+01,1.995070775425e+03,0.000000000000e+00,6.416720869562e+03
8.000000000000e+00,2.123239436620e+00,3.471199572086e-01,8.726460409907e+02,2.225479796622e+03,2.333050982464e+01,2.202149286797e+03,0.000000000000e+00,6.674210404644e+03
8.000000000000e+00,2.154929577465e+00,3.524797558784e-01,8.861203659109e+02,2.440272084911e+03,2.367872638919e+01,2.416593358521e+03,0.000000000000e+00,6.881569567366e+03
8.000000000000e+00,2.186619718310e+00,3.563582599163e-01,8.958707738702e+02,2.660758959091e+03,2.402694295374e+01,2.636732016137e+03,0.000000000000e+00,7.033602047553e+03
8.000000000000e+00,2.218309859155e+00,3.587056398392e-01,9.017719954907e+02,2.885147443016e+03,2.437515951828e+01,2.860750418526e+03,2.186497233679e-02,7.127804493546e+03
8.000000000000e+00,2.250000000000e+00,3.594915270805e-01,9.037476853801e+02,3.111641448695e+03,2.472337608283e+01,3.086734165165e+03,1.839074465679e-01,7.166483864806e+03
8.000000000000e+00,2.269771863834e+00,3.594914674759e-01,9.037475355363e+02,3.253454471978e+03,2.494063262747e+01,3.228036711446e+03,4.771279048961e-01,7.178448355201e+03
8.000000000000e+00,2.289543727669e+00,3.594915270805e-01,9.037476853801e+02,3.395407659031e+03,2.515788917211e+01,3.369339257727e+03,9.105121318421e-01,7.180661968580e+03
8.000000000000e+00,2.309315591503e+00,3.594914674759e-01,9.037475355363e+02,3.537382706286e+03,2.537514571674e+01,3.510641804008e+03,1.365756561600e+00,7.180659598713e+03
8.000000000000e+00,2.329087455338e+00,3.594915270805e-01,9.037476853801e+02,3.679357753541e+03,2.559240226138e+01,3.651944350288e+03,1.821000991357e+00,7.180661968580e+03
8.000000000000e+00,2.348859319172e+00,3.594914674759e-01,9.037475355363e+02,3.821332800796e+03,2.580965880602e+01,3.793246896569e+03,2.276245421115e+00,7.180659598713e+03
8.000000000000e+00,2.368631183006e+00,3.594914674759e-01,9.037475355363e+02,3.963307824623e+03,2.602691535066e+01,3.934549419422e+03,2.731489850873e+00,7.180659598713e+03
8.000000000000e+00,2.388403046841e+00,3.594914376736e-01,9.037474606144e+02,4.105282836736e+03,2.624417189530e+01,4.075851930560e+03,3.186734280630e+00,7.180658413780e+03
8.000000000000e+00,2.408174910675e+00,3.594914674759e-01,9.037475355363e+02,4.247257848849e+03,2.646142843994e+01,4.217154441698e+03,3.641978710388e+00,7.180659598713e+03
8.000000000000e+00,2.427946774510e+00,3.594914972782e-01,9.037476104582e+02,4.389232884390e+03,2.667868498457e+01,4.358456976265e+03,4.097223140146e+00,7.180660783646e+03
8.000000000000e+00,2.447718638344e+00,3.594914972782e-01,9.037476104582e+02,4.531207931645e+03,2.689594152921e+01,4.499759522546e+03,4.552467569903e+00,7.180660783646e+03
8.000000000000e+00,2.467490502178e+00,3.594914376736e-01,9.037474606144e+02,4.673182955472e+03,2.711319807385e+01,4.641062045398e+03,5.007711999661e+00,7.180658413780e+03
8.000000000000e+00,2.487262366013e+00,3.594915270805e-01,9.037476853801e+02,4.815157991013e+03,2.733045461849e+01,4.782364579965e+03,5.462956429419e+00,7.180661968580e+03
8.000000000000e+00,2.507034229847e+00,3.594914674759e-01,9.037475355363e+02,4.957133038268e+03,2.754771116313e+01,4.923667126246e+03,5.918200859176e+00,7.180659598713e+03
8.000000000000e+00,2.526806093681e+00,3.594914674759e-01,9.037475355363e+02,5.099108062095e+03,2.776496770777e+01,5.064969649098e+03,6.373445288934e+00,7.180659598713e+03
8.000000000000e+00,2.546577957516e+00,3.594914376736e-01,9.037474606144e+02,5.241083074208e+03,2.798222425240e+01,5.206272160236e+03,6.828689718692e+00,7.180658413780e+03
8.000000000000e+00,2.566349821350e+00,3.594914972782e-01,9.037476104582e+02,5.383058098034e+03,2.819948079704e+01,5.347574683089e+03,7.283934148449e+00,7.180660783646e+03
8.000000000000e+00,2.586121685185e+00,3.594914376736e-01,9.037474606144e+02,5.525033121861e+03,2.841673734168e+01,5.488877205941e+03,7.739178578207e+00,7.180658413780e+03
8.000000000000e+00,2.605893549019e+00,3.594914972782e-01,9.037476104582e+02,5.667008145688e+03,2.863399388632e+01,5.630179728794e+03,8.194423007965e+00,7.180660783646e+03
8.000000000000e+00,2.625665412853e+00,3.594914674759e-01,9.037475355363e+02,5.808983181229e+03,2.885125043096e+01,5.771482263361e+03,8.649667437722e+00,7.180659598713e+03
8.000000000000e+00,2.645437276688e+00,3.594914376736e-01,9.037474606144e+02,5.950958193342e+03,2.906850697560e+01,5.912784774499e+03,9.104911867480e+00,7.180658413780e+03
8.000000000000e+00,2.665209140522e+00,3.594914972782e-01,9.037476104582e+02,6.092933217169e+03,2.928576352023e+01,6.054087297351e+03,9.560156297238e+00,7.180660783646e+03
8.000000000000e+00,2.684981004357e+00,3.594914972782e-01,9.037476104582e+02,6.234908264424e+03,2.950302006487e+01,6.195389843632e+03,1.001540072700e+01,7.180660783646e+03
8.000000000000e+00,2.704752868191e+00,3.594914674759e-01,9.037475355363e+02,6.376883299965e+03,2.972027660951e+01,6.336692378199e+03,1.047064515675e+01,7.180659598713e+03
8.000000000000e+00,2.724524732025e+00,3.594914674759e-01,9.037475355363e+02,6.518858323792e+03,2.993753315415e+01,6.477994901051e+03,1.092588958651e+01,7.180659598713e+03
8.000000000000e+00,2.744296595860e+00,3.594914674759e-01,9.037475355363e+02,6.660833347619e+03,3.015478969879e+01,6.619297423904e+03,1.138113401627e+01,7.180659598713e+03
8.000000000000e+00,2.764068459694e+00,3.594914972782e-01,9.037476104582e+02,6.802808383160e+03,3.037204624342e+01,6.760599958470e+03,1.183637844603e+01,7.180660783646e+03
8.000000000000e+00,2.783840323529e+00,3.594914972782e-01,9.037476104582e+02,6.944783430415e+03,3.058930278806e+01,6.901902504751e+03,1.229162287578e+01,7.180660783646e+03
8.000000000000e+00,2.803612187363e+00,3.594914972782e-01,9.037476104582e+02,7.086758477670e+03,3.080655933270e+01,7.043205051032e+03,1.274686730554e+01,7.180660783646e+03
8.000000000000e+00,2.823384051197e+00,3.594914972782e-01,9.037476104582e+02,7.228733524925e+03,3.102381587734e+01,7.184507597313e+03,1.320211173530e+01,7.180660783646e+03
8.000000000000e+00,2.843155915032e+00,3.594914972782e-01,9.037476104582e+02,7.370708572181e+03,3.124107242198e+01,7.325810143594e+03,1.365735616506e+01,7.180660783646e+03
8.000000000000e+00,2.862927778866e+00,3.594914674759e-01,9.037475355363e+02,7.512683607722e+03,3.145832896662e+01,7.467112678160e+03,1.411260059481e+01,7.180659598713e+03
8.000000000000e+00,2.882699642700e+00,3.594914972782e-01,9.037476104582e+02,7.654658643263e+03,3.167558551125e+01,7.608415212727e+03,1.456784502457e+01,7.180660783646e+03
8.000000000000e+00,2.902471506535e+00,3.594914674759e-01,9.037475355363e+02,7.796633678804e+03,3.189284205589e+01,7.749717747293e+03,1.502308945433e+01,7.180659598713e+03
8.000000000000e+00,2.922243370369e+00,3.594914972782e-01,9.037476104582e+02,7.938608714345e+03,3.211009860053e+01,7.891020281860e+03,1.547833388409e+01,7.180660783646e+03
8.000000000000e+00,2.942015234204e+00,3.594914376736e-01,9.037474606144e+02,8.080583738172e+03,3.232735514517e+01,8.032322804713e+03,1.593357831385e+01,7.180658413780e+03
8.000000000000e+00,2.961787098038e+00,3.594914674759e-01,9.037475355363e+02,8.222558750284e+03,3.254461168981e+01,8.173625315851e+03,1.638882274360e+01,7.180659598713e+03
8.000000000000e+00,2.981558961872e+00,3.594915270805e-01,9.037476853801e+02,8.364533797539e+03,3.276186823445e+01,8.314927862132e+03,1.684406717336e+01,7.180661968580e+03
8.000000000000e+00,3.001330825707e+00,3.594914376736e-01,9.037474606144e+02,8.506508833081e+03,3.297912477908e+01,8.456230396698e+03,1.729931160312e+01,7.180658413780e+03
8.000000000000e+00,3.021102689541e+00,3.594915270805e-01,9.037476853801e+02,8.648483868622e+03,3.319638132372e+01,8.597532931265e+03,1.775455603288e+01,7.180661968580e+03
8.000000000000e+00,3.040874553376e+00,3.594914972782e-01,9.037476104582e+02,8.790458927591e+03,3.341363786836e+01,8.738835489260e+03,1.820980046263e+01,7.180660783646e+03
8.000000000000e+00,3.060646417210e+00,3.594914674759e-01,9.037475355363e+02,8.932433963132e+03,3.363089441300e+01,8.880138023827e+03,1.866504489239e+01,7.180659598713e+03
8.000000000000e+00,3.080418281044e+00,3.594914972782e-01,9.037476104582e+02,9.074408998673e+03,3.384815095764e+01,9.021440558393e+03,1.912028932215e+01,7.180660783646e+03
8.000000000000e+00,3.100190144879e+00,3.594914972782e-01,9.037476104582e+02,9.216384045928e+03,3.406540750228e+01,9.162743104674e+03,1.957553375191e+01,7.180660783646e+03
8.000000000000e+00,3.119962008713e+00,3.594915270805e-01,9.037476853801e+02,9.358359104898e+03,3.428266404691e+01,9.304045662669e+03,2.003077818166e+01,7.180661968580e+03
8.000000000000e+00,3.139733872548e+00,3.594914674759e-01,9.037475355363e+02,9.500334152153e+03,3.449992059155e+01,9.445348208950e+03,2.048602261142e+01,7.180659598713e+03
8.000000000000e+00,3.159505736382e+00,3.594915270805e-01,9.037476853801e+02,9.642309199408e+03,3.471717713619e+01,9.586650755231e+03,2.094126704118e+01,7.180661968580e+03
8.000000000000e+00,3.179277600216e+00,3.594914674759e-01,9.037475355363e+02,9.784284246663e+03,3.493443368083e+01,9.727953301511e+03,2.139651147094e+01,7.180659598713e+03
8.000000000000e+00,3.199049464051e+00,3.594914674759e-01,9.037475355363e+02,9.926259270490e+03,3.515169022547e+01,9.869255824364e+03,2.185175590069e+01,7.180659598713e+03
8.000000000000e+00,3.218821327885e+00,3.594915270805e-01,9.037476853801e+02,1.006823431775e+04,3.536894677011e+01,1.001055837064e+04,2.230700033045e+01,7.180661968580e+03
8.000000000000e+00,3.238593191720e+00,3.594914674759e-01,9.037475355363e+02,1.021020936500e+04,3.558620331474e+01,1.015186091693e+04,2.276224476021e+01,7.180659598713e+03
8.000000000000e+00,3.258365055554e+00,3.594914972782e-01,9.037476104582e+02,1.035218440054e+04,3.580345985938e+01,1.029316345149e+04,2.321748918997e+01,7.180660783646e+03
8.000000000000e+00,3.278136919388e+00,3.594914972782e-01,9.037476104582e+02,1.049415944780e+04,3.602071640402e+01,1.043446599777e+04,2.367273361973e+01,7.180660783646e+03
8.000000000000e+00,3.297908783223e+00,3.594914674759e-01,9.037475355363e+02,1.063613448334e+04,3.623797294866e+01,1.057576853234e+04,2.412797804948e+01,7.180659598713e+03
8.000000000000e+00,3.317680647057e+00,3.594914972782e-01,9.037476104582e+02,1.077810951888e+04,3.645522949330e+01,1.071707106691e+04,2.458322247924e+01,7.180660783646e+03
8.000000000000e+00,3.337452510891e+00,3.594914376736e-01,9.037474606144e+02,1.092008454271e+04,3.667248603794e+01,1.085837358976e+04,2.503846690900e+01,7.180658413780e+03
8.000000000000e+00,3.357224374726e+00,3.594914674759e-01,9.037475355363e+02,1.106205955482e+04,3.688974258257e+01,1.099967610090e+04,2.549371133876e+01,7.180659598713e+03
8.000000000000e+00,3.376996238560e+00,3.594915270805e-01,9.037476853801e+02,1.120403460207e+04,3.710699912721e+01,1.114097864718e+04,2.594895576851e+01,7.180661968580e+03
8.000000000000e+00,3.396768102395e+00,3.594914972782e-01,9.037476104582e+02,1.134600966104e+04,3.732425567185e+01,1.128228120517e+04,2.640420019827e+01,7.180660783646e+03
8.000000000000e+00,3.416539966229e+00,3.594915270805e-01,9.037476853801e+02,1.148798472001e+04,3.754151221649e+01,1.142358376317e+04,2.685944462803e+01,7.180661968580e+03
8.000000000000e+00,3.436311830063e+00,3.594914376736e-01,9.037474606144e+02,1.162995975555e+04,3.775876876113e+01,1.156488629773e+04,2.731468905779e+01,7.180658413780e+03
8.000000000000e+00,3.456083693898e+00,3.594914376736e-01,9.037474606144e+02,1.177193475595e+04,3.797602530576e+01,1.170618879716e+04,2.776993348754e+01,7.180658413780e+03
8.000000000000e+00,3.475855557732e+00,3.594914972782e-01,9.037476104582e+02,1.191390977978e+04,3.819328185040e+01,1.184749132001e+04,2.822517791730e+01,7.180660783646e+03
8.000000000000e+00,3.495627421567e+00,3.594914674759e-01,9.037475355363e+02,1.205588481532e+04,3.841053839504e+01,1.198879385458e+04,2.868042234706e+01,7.180659598713e+03
8.000000000000e+00,3.515399285401e+00,3.594915270805e-01,9.037476853801e+02,1.219785986257e+04,3.862779493968e+01,1.213009640086e+04,2.913566677682e+01,7.180661968580e+03
8.000000000000e+00,3.535171149235e+00,3.594915270805e-01,9.037476853801e+02,1.233983493326e+04,3.884505148432e+01,1.227139897057e+04,2.959091120658e+01,7.180661968580e+03
8.000000000000e+00,3.554943013070e+00,3.594914972782e-01,9.037476104582e+02,1.248180999223e+04,3.906230802896e+01,1.241270152856e+04,3.004615563633e+01,7.180660783646e+03
8.000000000000e+00,3.574714876904e+00,3.594914674759e-01,9.037475355363e+02,1.262378502777e+04,3.927956457359e+01,1.255400406313e+04,3.050140006609e+01,7.180659598713e+03
8.000000000000e+00,3.594486740739e+00,3.594914972782e-01,9.037476104582e+02,1.276576006331e+04,3.949682111823e+01,1.269530659770e+04,3.095664449585e+01,7.180660783646e+03
8.000000000000e+00,3.614258604573e+00,3.594914972782e-01,9.037476104582e+02,1.290773511057e+04,3.971407766287e+01,1.283660914398e+04,3.141188892561e+01,7.180660783646e+03
8.000000000000e+00,3.634030468407e+00,3.594915270805e-01,9.037476853801e+02,1.304971016953e+04,3.993133420751e+01,1.297791170197e+04,3.186713335536e+01,7.180661968580e+03
8.000000000000e+00,3.653802332242e+00,3.594915270805e-01,9.037476853801e+02,1.319168524022e+04,4.014859075215e+01,1.311921427168e+04,3.232237778512e+01,7.180661968580e+03
8.000000000000e+00,3.673574196076e+00,3.594915270805e-01,9.037476853801e+02,1.333366031090e+04,4.036584729679e+01,1.326051684139e+04,3.277762221488e+01,7.180661968580e+03
8.000000000000e+00,3.693346059910e+00,3.594915270805e-01,9.037476853801e+02,1.347563538159e+04,4.058310384142e+01,1.340181941110e+04,3.323286664464e+01,7.180661968580e+03
8.000000000000e+00,3.713117923745e+00,3.594914972782e-01,9.037476104582e+02,1.361761044055e+04,4.080036038606e+01,1.354312196909e+04,3.368811107439e+01,7.180660783646e+03
8.000000000000e+00,3.732889787579e+00,3.594914972782e-01,9.037476104582e+02,1.375958548781e+04,4.101761693070e+01,1.368442451537e+04,3.414335550415e+01,7.180660783646e+03
8.000000000000e+00,3.752661651414e+00,3.594914674759e-01,9.037475355363e+02,1.390156052335e+04,4.123487347534e+01,1.382572704994e+04,3.459859993391e+01,7.180659598713e+03
8.000000000000e+00,3.772433515248e+00,3.594914972782e-01,9.037476104582e+02,1.404353555889e+04,4.145213001998e+01,1.396702958451e+04,3.505384436367e+01,7.180660783646e+03
8.000000000000e+00,3.792205379082e+00,3.594915270805e-01,9.037476853801e+02,1.418551061786e+04,4.166938656462e+01,1.410833214250e+04,3.550908879342e+01,7.180661968580e+03
8.000000000000e+00,3.811977242917e+00,3.594915270805e-01,9.037476853801e+02,1.432748568854e+04,4.188664310925e+01,1.424963471221e+04,3.596433322318e+01,7.180661968580e+03
8.000000000000e+00,3.831749106751e+00,3.594914674759e-01,9.037475355363e+02,1.446946073580e+04,4.210389965389e+01,1.439093725849e+04,3.641957765294e+01,7.180659598713e+03
8.000000000000e+00,3.851520970586e+00,3.594914972782e-01,9.037476104582e+02,1.461143577134e+04,4.232115619853e+01,1.453223979306e+04,3.687482208270e+01,7.180660783646e+03
8.000000000000e+00,3.871292834420e+00,3.594914376736e-01,9.037474606144e+02,1.475341079517e+04,4.253841274317e+01,1.467354231591e+04,3.733006651246e+01,7.180658413780e+03
8.000000000000e+00,3.891064698254e+00,3.594914376736e-01,9.037474606144e+02,1.489538579557e+04,4.275566928781e+01,1.481484481534e+04,3.778531094221e+01,7.180658413780e+03
8.000000000000e+00,3.910836562089e+00,3.594915270805e-01,9.037476853801e+02,1.503736083111e+04,4.297292583245e+01,1.495614734990e+04,3.824055537197e+01,7.180661968580e+03
8.000000000000e+00,3.930608425923e+00,3.594914972782e-01,9.037476104582e+02,1.517933589008e+04,4.319018237708e+01,1.509744990790e+04,3.869579980173e+01,7.180660783646e+03
8.000000000000e+00,3.950380289758e+00,3.594915270805e-01,9.037476853801e+02,1.532131094905e+04,4.340743892172e+01,1.523875246589e+04,3.915104423149e+01,7.180661968580e+03
8.000000000000e+00,3.970152153592e+00,3.594914674759e-01,9.037475355363e+02,1.546328599630e+04,4.362469546636e+01,1.538005501217e+04,3.960628866124e+01,7.180659598713e+03
8.000000000000e+00,3.989924017426e+00,3.594914376736e-01,9.037474606144e+02,1.560526100841e+04,4.384195201100e+01,1.552135752331e+04,4.006153309100e+01,7.180658413780e+03
